funcid,dim,milestone,error
11,10,1,9.854792e+02
11,10,2,5.714532e+02
11,10,3,4.907304e+02
11,10,5,4.907304e+02
11,10,10,4.907304e+02
11,10,20,4.280975e+02
11,10,30,4.280975e+02
11,10,40,3.738977e+02
11,10,50,3.738977e+02
11,10,60,3.738977e+02
11,10,70,3.738977e+02
11,10,80,3.738977e+02
11,10,90,3.659101e+02
11,10,100,3.659101e+02
11,10,1,1.047737e+02
11,10,2,1.047737e+02
11,10,3,9.474498e+01
11,10,5,9.292059e+01
11,10,10,6.639972e+01
11,10,20,6.639972e+01
11,10,30,6.639972e+01
11,10,40,6.639972e+01
11,10,50,5.466429e+01
11,10,60,5.466429e+01
11,10,70,5.466429e+01
11,10,80,4.777017e+01
11,10,90,4.777017e+01
11,10,100,4.777017e+01
11,10,1,1.629619e+02
11,10,2,6.968990e+01
11,10,3,6.968990e+01
11,10,5,6.848176e+01
11,10,10,6.848176e+01
11,10,20,6.471856e+01
11,10,30,6.188641e+01
11,10,40,6.188641e+01
11,10,50,5.102374e+01
11,10,60,5.093090e+01
11,10,70,5.093090e+01
11,10,80,2.977979e+01
11,10,90,2.977979e+01
11,10,100,2.977979e+01
11,10,1,3.994635e+02
11,10,2,3.502713e+02
11,10,3,3.376167e+02
11,10,5,3.292026e+02
11,10,10,3.265987e+02
11,10,20,2.889589e+02
11,10,30,2.870160e+02
11,10,40,2.855684e+02
11,10,50,2.840477e+02
11,10,60,2.816571e+02
11,10,70,2.780670e+02
11,10,80,6.654543e+01
11,10,90,4.767468e+01
11,10,100,4.731456e+01
11,10,1,1.609965e+04
11,10,2,9.655529e+03
11,10,3,6.151664e+03
11,10,5,2.934076e+03
11,10,10,1.569983e+03
11,10,20,2.285605e+02
11,10,30,1.253370e+02
11,10,40,8.989412e+01
11,10,50,5.552012e+01
11,10,60,4.502950e+01
11,10,70,4.142557e+01
11,10,80,3.643110e+01
11,10,90,3.422780e+01
11,10,100,3.398399e+01
11,10,1,1.196554e+04
11,10,2,4.324424e+03
11,10,3,3.383886e+03
11,10,5,1.870375e+03
11,10,10,5.038386e+02
11,10,20,3.051484e+02
11,10,30,1.872445e+02
11,10,40,1.311899e+02
11,10,50,9.924549e+01
11,10,60,8.334489e+01
11,10,70,7.244053e+01
11,10,80,6.938257e+01
11,10,90,6.462799e+01
11,10,100,5.989836e+01
11,10,1,1.922722e+02
11,10,2,1.322503e+02
11,10,3,8.044117e+01
11,10,5,6.879813e+01
11,10,10,5.423403e+01
11,10,20,3.959848e+01
11,10,30,3.656358e+01
11,10,40,3.642467e+01
11,10,50,3.595299e+01
11,10,60,3.572159e+01
11,10,70,3.561723e+01
11,10,80,3.552228e+01
11,10,90,3.551710e+01
11,10,100,3.551710e+01
11,10,1,2.395860e+02
11,10,2,2.104801e+02
11,10,3,1.950859e+02
11,10,5,1.848391e+02
11,10,10,1.749538e+02
11,10,20,1.710244e+02
11,10,30,1.646274e+02
11,10,40,1.606902e+02
11,10,50,1.584497e+02
11,10,60,1.583289e+02
11,10,70,1.581365e+02
11,10,80,1.556490e+02
11,10,90,1.541236e+02
11,10,100,1.541236e+02
11,10,1,1.960229e+02
11,10,2,1.624120e+02
11,10,3,8.233821e+01
11,10,5,6.960199e+01
11,10,10,5.979041e+01
11,10,20,5.604799e+01
11,10,30,5.529862e+01
11,10,40,5.491642e+01
11,10,50,5.459447e+01
11,10,60,5.418079e+01
11,10,70,5.417732e+01
11,10,80,5.409400e+01
11,10,90,5.404732e+01
11,10,100,5.404732e+01
11,10,1,2.588644e+02
11,10,2,2.336358e+02
11,10,3,2.287747e+02
11,10,5,2.148220e+02
11,10,10,1.156118e+02
11,10,20,6.867067e+01
11,10,30,6.338612e+01
11,10,40,6.232842e+01
11,10,50,6.226931e+01
11,10,60,6.221781e+01
11,10,70,6.197105e+01
11,10,80,6.189995e+01
11,10,90,6.167102e+01
11,10,100,6.167102e+01
11,10,1,1.796817e+02
11,10,2,7.831744e+01
11,10,3,7.050694e+01
11,10,5,6.541780e+01
11,10,10,6.328006e+01
11,10,20,5.709932e+01
11,10,30,5.709932e+01
