funcid,dim,milestone,error
13,10,1,2.124252e+07
13,10,2,8.724231e+06
13,10,3,8.724231e+06
13,10,5,3.348206e+06
13,10,10,1.485594e+06
13,10,20,8.799863e+05
13,10,30,3.016009e+04
13,10,40,3.016009e+04
13,10,50,3.016009e+04
13,10,60,3.016009e+04
13,10,70,3.016009e+04
13,10,80,3.016009e+04
13,10,90,3.016009e+04
13,10,100,3.016009e+04
