funcid,dim,milestone,error
15,10,1,1.175801e+05
15,10,2,1.175801e+05
15,10,3,1.175801e+05
15,10,5,1.091957e+05
15,10,10,1.778078e+04
15,10,20,7.416303e+03
15,10,30,7.416303e+03
15,10,40,7.416303e+03
15,10,50,7.416303e+03
15,10,60,4.087977e+03
15,10,70,4.087977e+03
15,10,80,4.087977e+03
15,10,90,4.087977e+03
15,10,100,4.087977e+03
