funcid,dim,milestone,error
7,10,1,3.914564e+02
7,10,2,3.164435e+02
7,10,3,2.992716e+02
7,10,5,2.992716e+02
7,10,10,2.536068e+02
7,10,20,2.480556e+02
7,10,30,2.345467e+02
7,10,40,1.864931e+02
7,10,50,1.864931e+02
7,10,60,1.864931e+02
7,10,70,1.864931e+02
7,10,80,1.864931e+02
7,10,90,1.864931e+02
7,10,100,1.864931e+02
