funcid,dim,milestone,error
25,10,1,9.064578e+02
25,10,2,9.064578e+02
25,10,3,9.064578e+02
25,10,5,7.155576e+02
25,10,10,7.155576e+02
25,10,20,7.155576e+02
25,10,30,7.155576e+02
25,10,40,7.155576e+02
25,10,50,7.052915e+02
25,10,60,5.752991e+02
25,10,70,5.752991e+02
25,10,80,5.226630e+02
25,10,90,5.226630e+02
25,10,100,5.226630e+02
