funcid,dim,milestone,error
19,10,1,8.385329e+04
19,10,2,8.385329e+04
19,10,3,7.891599e+04
19,10,5,2.061606e+04
19,10,10,2.061606e+04
19,10,20,5.568550e+03
19,10,30,5.568550e+03
19,10,40,5.568550e+03
19,10,50,5.568550e+03
19,10,60,5.568550e+03
19,10,70,5.568550e+03
19,10,80,5.568550e+03
19,10,90,5.568550e+03
19,10,100,2.624403e+03
