funcid,dim,milestone,error
18,10,1,7.686648e+07
18,10,2,3.518937e+06
18,10,3,5.335693e+05
18,10,5,5.335693e+05
18,10,10,5.335693e+05
18,10,20,5.335693e+05
18,10,30,5.335693e+05
18,10,40,5.335693e+05
18,10,50,4.767576e+04
18,10,60,4.767576e+04
18,10,70,4.767576e+04
18,10,80,4.767576e+04
18,10,90,4.767576e+04
18,10,100,4.767576e+04
