funcid,dim,milestone,error
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
