funcid,dim,milestone,error
12,10,1,2.601734e+07
12,10,2,2.931255e+06
12,10,3,2.931255e+06
12,10,5,2.931255e+06
12,10,10,5.304555e+05
12,10,20,3.461499e+05
12,10,30,3.186013e+05
12,10,40,2.349895e+05
12,10,50,2.349895e+05
12,10,60,2.349895e+05
12,10,70,2.349895e+05
12,10,80,1.828632e+05
12,10,90,1.828632e+05
12,10,100,1.828632e+05
12,10,1,4.918854e+08
12,10,2,8.135023e+07
12,10,3,2.142487e+07
12,10,5,9.820774e+05
12,10,10,8.528950e+05
12,10,20,5.600815e+05
12,10,30,5.600815e+05
12,10,40,5.600815e+05
12,10,50,5.001131e+05
12,10,60,4.131662e+05
12,10,70,4.131662e+05
12,10,80,4.131662e+05
12,10,90,4.131662e+05
12,10,100,4.131662e+05
