funcid,dim,milestone,error
6,10,1,4.451387e+01
6,10,2,3.973399e+01
6,10,3,2.692601e+01
6,10,5,1.669443e+01
6,10,10,9.647336e+00
6,10,20,7.561350e+00
6,10,30,5.235550e+00
6,10,40,5.235550e+00
6,10,50,5.235550e+00
6,10,60,5.235550e+00
6,10,70,5.235550e+00
6,10,80,5.235550e+00
6,10,90,4.079457e+00
6,10,100,4.079457e+00
6,10,1,3.912378e+01
6,10,2,3.912378e+01
6,10,3,2.859705e+01
6,10,5,2.623949e+01
6,10,10,1.259086e+01
6,10,20,1.020502e+01
6,10,30,4.322810e+00
6,10,40,3.001034e+00
6,10,50,2.194756e+00
6,10,60,2.194756e+00
6,10,70,2.194756e+00
6,10,80,2.194756e+00
6,10,90,2.194756e+00
6,10,100,2.194756e+00
