funcid,dim,milestone,error
25,10,1,5.041550e+02
25,10,2,4.523694e+02
25,10,3,4.523694e+02
25,10,5,4.181067e+02
25,10,10,4.181067e+02
25,10,20,4.088443e+02
25,10,30,4.088443e+02
25,10,40,4.088443e+02
25,10,50,4.088443e+02
25,10,60,4.088443e+02
25,10,70,4.088443e+02
25,10,80,4.088443e+02
25,10,90,4.061602e+02
25,10,100,4.061602e+02
25,10,1,2.848823e+03
25,10,2,8.421700e+02
25,10,3,6.064322e+02
25,10,5,5.015193e+02
25,10,10,4.522601e+02
25,10,20,4.483671e+02
25,10,30,4.465553e+02
25,10,40,4.463620e+02
25,10,50,4.458387e+02
25,10,60,4.452982e+02
25,10,70,4.447977e+02
25,10,80,4.447977e+02
25,10,90,4.445746e+02
25,10,100,4.445746e+02
