funcid,dim,milestone,error
3,10,1,2.783208e+04
3,10,2,1.929227e+04
3,10,3,1.929227e+04
3,10,5,1.679148e+04
3,10,10,9.010283e+03
3,10,20,9.010283e+03
3,10,30,9.010283e+03
3,10,40,7.149237e+03
3,10,50,6.473633e+03
3,10,60,3.934651e+03
3,10,70,3.934651e+03
3,10,80,2.209007e+03
3,10,90,2.209007e+03
3,10,100,2.209007e+03
3,10,1,4.876411e+04
3,10,2,4.623237e+04
3,10,3,4.208109e+04
3,10,5,1.057454e+04
3,10,10,5.400940e+03
3,10,20,1.748062e+03
3,10,30,1.217065e+03
3,10,40,6.917212e+02
3,10,50,4.839131e+02
3,10,60,4.234285e+02
3,10,70,3.058049e+02
3,10,80,2.267703e+02
3,10,90,1.281814e+02
3,10,100,8.948439e+01
