funcid,dim,milestone,error
29,10,1,3.777764e+02
29,10,2,3.242979e+02
29,10,3,3.053397e+02
29,10,5,3.053397e+02
29,10,10,3.053397e+02
29,10,20,3.053397e+02
29,10,30,2.894220e+02
29,10,40,2.894220e+02
29,10,50,2.894220e+02
29,10,60,2.894220e+02
29,10,70,2.894220e+02
29,10,80,2.894220e+02
29,10,90,2.894220e+02
29,10,100,2.894220e+02
29,10,1,7.183339e+02
29,10,2,4.565553e+02
29,10,3,3.755489e+02
29,10,5,3.755489e+02
29,10,10,3.315520e+02
29,10,20,3.238297e+02
29,10,30,3.132822e+02
29,10,40,3.082790e+02
29,10,50,3.082790e+02
29,10,60,3.082790e+02
29,10,70,3.055543e+02
29,10,80,3.055543e+02
29,10,90,2.993954e+02
29,10,100,2.993954e+02
