funcid,dim,milestone,error
1,10,1,1.395277e+08
1,10,2,6.074745e+06
1,10,3,6.074745e+06
1,10,5,6.074745e+06
1,10,10,6.074745e+06
1,10,20,3.211263e+06
1,10,30,3.211263e+06
1,10,40,3.211263e+06
1,10,50,2.149306e+06
1,10,60,2.149306e+06
1,10,70,2.149306e+06
1,10,80,2.149306e+06
1,10,90,2.149306e+06
1,10,100,2.149306e+06
1,10,1,5.117867e+09
1,10,2,2.078503e+09
1,10,3,1.393231e+09
1,10,5,5.924262e+08
1,10,10,1.806233e+07
1,10,20,7.301447e+06
1,10,30,4.780037e+06
1,10,40,2.460712e+06
1,10,50,2.460712e+06
1,10,60,2.460712e+06
1,10,70,2.460712e+06
1,10,80,2.028491e+06
1,10,90,2.028491e+06
1,10,100,2.028491e+06
