funcid,dim,milestone,error
20,10,1,4.995555e+01
20,10,2,3.836337e+01
20,10,3,3.836337e+01
20,10,5,3.836337e+01
20,10,10,3.836337e+01
20,10,20,3.836337e+01
20,10,30,3.353934e+01
20,10,40,3.353934e+01
20,10,50,3.353934e+01
20,10,60,3.353934e+01
20,10,70,3.353934e+01
20,10,80,3.353934e+01
20,10,90,3.353934e+01
20,10,100,3.328729e+01
20,10,1,3.992616e+02
20,10,2,1.394074e+02
20,10,3,1.394074e+02
20,10,5,9.104833e+01
20,10,10,9.104833e+01
20,10,20,9.104833e+01
20,10,30,9.104833e+01
20,10,40,9.104833e+01
20,10,50,9.104833e+01
20,10,60,9.104833e+01
20,10,70,9.104833e+01
20,10,80,9.104833e+01
20,10,90,9.104833e+01
20,10,100,9.104833e+01
