funcid,dim,milestone,error
4,10,1,5.829218e+01
4,10,2,1.850758e+01
4,10,3,1.850758e+01
4,10,5,7.528812e+00
4,10,10,7.528812e+00
4,10,20,7.528812e+00
4,10,30,7.528812e+00
4,10,40,7.528812e+00
4,10,50,6.464287e+00
4,10,60,5.388297e+00
4,10,70,5.388297e+00
4,10,80,5.388297e+00
4,10,90,5.388297e+00
4,10,100,5.388297e+00
4,10,1,4.180702e+02
4,10,2,1.126809e+02
4,10,3,1.126809e+02
4,10,5,1.069488e+02
4,10,10,8.670282e+01
4,10,20,7.538219e+01
4,10,30,7.135750e+01
4,10,40,6.991355e+01
4,10,50,6.012291e+01
4,10,60,4.457439e+01
4,10,70,2.269156e+01
4,10,80,7.641499e+00
4,10,90,7.641499e+00
4,10,100,7.641499e+00
