funcid,dim,milestone,error
30,10,1,3.593601e+06
30,10,2,2.116162e+06
30,10,3,6.767197e+05
30,10,5,4.589712e+05
30,10,10,3.927899e+05
30,10,20,1.028892e+05
30,10,30,9.079665e+04
30,10,40,7.954515e+04
30,10,50,7.954515e+04
30,10,60,5.196930e+04
30,10,70,5.196930e+04
30,10,80,5.196930e+04
30,10,90,5.196930e+04
30,10,100,5.196930e+04
30,10,1,8.828633e+05
30,10,2,8.828633e+05
30,10,3,8.828633e+05
30,10,5,8.720062e+05
30,10,10,7.830357e+05
30,10,20,7.830357e+05
30,10,30,7.049289e+05
30,10,40,6.390123e+05
30,10,50,4.879346e+05
30,10,60,4.512528e+05
30,10,70,2.593770e+05
30,10,80,1.886903e+05
30,10,90,1.886903e+05
30,10,100,1.886903e+05
