funcid,dim,milestone,error
26,10,1,6.346195e+02
26,10,2,3.598505e+02
26,10,3,3.598505e+02
26,10,5,3.598505e+02
26,10,10,3.598505e+02
26,10,20,3.598505e+02
26,10,30,3.506729e+02
26,10,40,3.307999e+02
26,10,50,3.307999e+02
26,10,60,3.307999e+02
26,10,70,3.307999e+02
26,10,80,3.307999e+02
26,10,90,3.153383e+02
26,10,100,3.153383e+02
26,10,1,1.237224e+03
26,10,2,8.347330e+02
26,10,3,7.759653e+02
26,10,5,6.915742e+02
26,10,10,5.361406e+02
26,10,20,4.216006e+02
26,10,30,4.084716e+02
26,10,40,3.587843e+02
26,10,50,3.437404e+02
26,10,60,3.377861e+02
26,10,70,3.295705e+02
26,10,80,3.198226e+02
26,10,90,3.198226e+02
26,10,100,3.198226e+02
