funcid,dim,milestone,error
24,10,1,3.805803e+02
24,10,2,3.572267e+02
24,10,3,3.572267e+02
24,10,5,3.572267e+02
24,10,10,3.434870e+02
24,10,20,3.434870e+02
24,10,30,3.434870e+02
24,10,40,3.434870e+02
24,10,50,3.434870e+02
24,10,60,3.434870e+02
24,10,70,3.434870e+02
24,10,80,3.434870e+02
24,10,90,3.434870e+02
24,10,100,3.434870e+02
24,10,1,4.286431e+02
24,10,2,4.063597e+02
24,10,3,3.935277e+02
24,10,5,3.786989e+02
24,10,10,3.761261e+02
24,10,20,3.688544e+02
24,10,30,3.626124e+02
24,10,40,3.617224e+02
24,10,50,3.599216e+02
24,10,60,3.599216e+02
24,10,70,3.599216e+02
24,10,80,3.593066e+02
24,10,90,3.593066e+02
24,10,100,3.593066e+02
