funcid,dim,milestone,error
14,10,1,2.699475e+04
14,10,2,1.646687e+04
14,10,3,9.162980e+03
14,10,5,2.964443e+03
14,10,10,1.428895e+02
14,10,20,1.124737e+02
14,10,30,1.124737e+02
14,10,40,1.124737e+02
14,10,50,1.124737e+02
14,10,60,1.124737e+02
14,10,70,1.124737e+02
14,10,80,1.124737e+02
14,10,90,1.124737e+02
14,10,100,1.124737e+02
14,10,1,3.728525e+03
14,10,2,4.803875e+02
14,10,3,3.597009e+02
14,10,5,3.597009e+02
14,10,10,3.597009e+02
14,10,20,1.178788e+02
14,10,30,1.178788e+02
14,10,40,1.178788e+02
14,10,50,8.525055e+01
14,10,60,8.525055e+01
14,10,70,8.525055e+01
14,10,80,8.525055e+01
14,10,90,8.525055e+01
14,10,100,8.525055e+01
