funcid,dim,milestone,error
21,10,1,2.419165e+02
21,10,2,2.323665e+02
21,10,3,2.323665e+02
21,10,5,2.323665e+02
21,10,10,2.198273e+02
21,10,20,2.198273e+02
21,10,30,1.223551e+02
21,10,40,1.181346e+02
21,10,50,1.181346e+02
21,10,60,1.114889e+02
21,10,70,1.114889e+02
21,10,80,1.114889e+02
21,10,90,1.114889e+02
21,10,100,1.114889e+02
21,10,1,3.357215e+02
21,10,2,2.728049e+02
21,10,3,2.631391e+02
21,10,5,2.329599e+02
21,10,10,2.274286e+02
21,10,20,2.218706e+02
21,10,30,2.206532e+02
21,10,40,2.184108e+02
21,10,50,2.184108e+02
21,10,60,2.183025e+02
21,10,70,2.162102e+02
21,10,80,2.162102e+02
21,10,90,2.162102e+02
21,10,100,2.162102e+02
