funcid,dim,milestone,error
28,10,1,5.902116e+02
28,10,2,5.898894e+02
28,10,3,5.855724e+02
28,10,5,4.152360e+02
28,10,10,4.152360e+02
28,10,20,3.719691e+02
28,10,30,3.719492e+02
28,10,40,3.496320e+02
28,10,50,3.496320e+02
28,10,60,3.496320e+02
28,10,70,3.496320e+02
28,10,80,3.496320e+02
28,10,90,3.496320e+02
28,10,100,3.496320e+02
28,10,1,7.568907e+02
28,10,2,5.142950e+02
28,10,3,5.091286e+02
28,10,5,4.268541e+02
28,10,10,3.865099e+02
28,10,20,3.813214e+02
28,10,30,3.765244e+02
28,10,40,3.764554e+02
28,10,50,3.728110e+02
28,10,60,3.728110e+02
28,10,70,3.719365e+02
28,10,80,3.719365e+02
28,10,90,3.719365e+02
28,10,100,3.719365e+02
