funcid,dim,milestone,error
22,10,1,2.227606e+02
22,10,2,1.240848e+02
22,10,3,1.142913e+02
22,10,5,1.117443e+02
22,10,10,1.117443e+02
22,10,20,1.117443e+02
22,10,30,1.112974e+02
22,10,40,1.112974e+02
22,10,50,1.112974e+02
22,10,60,1.108909e+02
22,10,70,1.108909e+02
22,10,80,1.108909e+02
22,10,90,1.108909e+02
22,10,100,1.108909e+02
22,10,1,7.405171e+02
22,10,2,4.773097e+02
22,10,3,3.387959e+02
22,10,5,1.862838e+02
22,10,10,1.306372e+02
22,10,20,1.153933e+02
22,10,30,1.125607e+02
22,10,40,1.120464e+02
22,10,50,1.118178e+02
22,10,60,1.118178e+02
22,10,70,1.111609e+02
22,10,80,1.111609e+02
22,10,90,1.111609e+02
22,10,100,1.111609e+02
