funcid,dim,milestone,error
19,10,1,5.561391e+03
19,10,2,4.639433e+03
19,10,3,1.134119e+03
19,10,5,1.134119e+03
19,10,10,1.134119e+03
19,10,20,8.280096e+02
19,10,30,1.616481e+02
19,10,40,1.616481e+02
19,10,50,7.712840e+01
19,10,60,7.712840e+01
19,10,70,7.712840e+01
19,10,80,7.712840e+01
19,10,90,7.712840e+01
19,10,100,7.712840e+01
19,10,1,1.592552e+07
19,10,2,9.450403e+03
19,10,3,9.450403e+03
19,10,5,9.450403e+03
19,10,10,5.851915e+03
19,10,20,2.945315e+03
19,10,30,2.945315e+03
19,10,40,2.401461e+03
19,10,50,9.130133e+02
19,10,60,8.946711e+02
19,10,70,4.975698e+02
19,10,80,4.782807e+02
19,10,90,4.782807e+02
19,10,100,4.729324e+02
