funcid,dim,milestone,error
23,50,1,1.126050e+03
23,50,2,1.007695e+03
23,50,3,9.783017e+02
23,50,5,9.700278e+02
23,50,10,9.398400e+02
23,50,20,9.398400e+02
23,50,30,9.398400e+02
23,50,40,9.211690e+02
23,50,50,9.109711e+02
23,50,60,9.109711e+02
23,50,70,9.109711e+02
23,50,80,8.964125e+02
23,50,90,8.938537e+02
23,50,100,8.859284e+02
