funcid,dim,milestone,error
8,50,1,7.597803e+02
8,50,2,6.497805e+02
8,50,3,5.133556e+02
8,50,5,5.133556e+02
8,50,10,5.133556e+02
8,50,20,5.133556e+02
8,50,30,5.017510e+02
8,50,40,5.017510e+02
8,50,50,5.017510e+02
8,50,60,5.017510e+02
8,50,70,5.017510e+02
8,50,80,5.017510e+02
8,50,90,5.017510e+02
8,50,100,5.017510e+02
