funcid,dim,milestone,error
7,50,1,1.163267e+03
7,50,2,1.060714e+03
7,50,3,1.060714e+03
7,50,5,1.048576e+03
7,50,10,8.787535e+02
7,50,20,8.787535e+02
7,50,30,8.787535e+02
7,50,40,7.490513e+02
7,50,50,7.490513e+02
7,50,60,7.490513e+02
7,50,70,7.490513e+02
7,50,80,7.490513e+02
7,50,90,7.490513e+02
7,50,100,7.490513e+02
